Operating Unit,Indicator,Description,Fine Age,Sex,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",15-19,Female,71,111,158,217,464,462,603,847,793,1143,1503,1850,2369,2399,2800,2955,2932,3019,3249
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",25-29,Female,369,545,635,829,1393,1612,2125,2622,2822,4553,6819,7927,10864,10927,11764,12560,13499,14633,15909
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",65+,Female,,,,,,,,,,,,,,,,,4440,7169,8311
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",4-Jan,Unknown Sex,16,49,654,96,321,276,363,259,1773,835,950,996,1158,1474,1654,1877,1742,1814,1892
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",14-Oct,Unknown Sex,85,137,606,222,738,685,719,891,1126,1784,1968,2359,3582,3248,3947,3972,3661,3976,4371
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50-54,Female,,,,,,,,,,,,,,,,,25706,17720,18817
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Female,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Coarse,Male,,,,,,,,,,,,,,,,,,,
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",35-39,Male,166,287,373,540,648,841,1014,1353,1662,2615,4246,4691,5600,5887,6755,7015,7209,8053,8661
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50-54,Male,,,,,,,,,,,,,,,,,13178,9090,9700
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",40-44,Female,1211,1824,2009,2762,3658,4359,5035,6736,7780,11291,14453,17732,22786,23659,24447,24554,25619,27088,29717
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",45-49,Male,244,571,627,1020,1066,1369,1641,2059,2571,3745,5046,6123,8209,8919,9389,9612,9139,9755,10790
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",30-34,Female,680,1231,1259,1708,2591,2984,3653,4758,5379,8249,11270,13706,17586,17938,18833,19805,21065,22427,23966
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",35-39,Female,980,1649,1842,2384,3300,3895,4632,6125,7358,10913,13982,16785,21830,22597,23140,23793,24570,26146,28605
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",20-24,Male,47,85,84,130,287,325,431,689,733,1222,1796,2335,2524,2853,3460,3316,3375,3702,3839
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",50+,Male,1104,1586,1986,2993,2204,2824,3351,4448,5623,7872,11369,12246,18335,18753,19272,20560,,,
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",60-64,Male,,,,,,,,,,,,,,,,,2745,4440,5047
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",55-59,Male,,,,,,,,,,,,,,,,,4324,6695,7684
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",15-19,Male,52,78,126,180,348,297,283,556,567,928,1084,1342,1651,1798,1980,1898,1820,1867,2066
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",60-64,Female,,,,,,,,,,,,,,,,,4942,7823,9001
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Unknown Age,Male,,,,,2,554,67,970,8,222,395,1106,998,559,2516,953,547,434,73
West Africa Region,TX_PVLS,"ART patients with suppressed VL results (<1,000 copies/ml) in the past 12 months",Unknown Age,Female,,,,,2,1577,194,3839,30,428,765,1345,1262,853,3188,1365,844,723,183
West Africa Region,TX_TB,ART patients who were started on TB treatment,N/A,Male,,,,,,,,,,,,,,1,,,,,
West Africa Region,TX_TB,ART patients who were started on TB treatment,N/A,Female,,,,,,,,,,,,,,1,,,,,
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,40-44,Female,,,,,,11,,,7,6,13,14,13,34,87,78,57,112,155
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,40-44,Male,,,,,90,66,132,79,57,87,102,138,166,194,241,204,283,361,401
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,50+,Male,,,,,56,12,42,16,16,36,61,65,70,60,144,126,116,198,283
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,20-24,Female,,,,,,50,,,17,2,13,31,29,80,171,141,317,737,282
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,45-49,Male,,,,,34,45,82,40,16,34,42,66,69,112,160,88,121,206,183
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,50+,Female,,,,,,2,,,9,5,5,7,8,13,66,56,20,68,92
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,45-49,Female,,,,,,2,,,10,4,5,6,13,22,80,44,29,72,77
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Male,,,,,,,,,,,,,1,1,10,172,2,153,
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,35-39,Female,,,,,,7,,,8,13,14,21,40,34,143,103,100,149,185
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,15-19,Female,,,,,,25,,,7,,9,9,7,15,42,39,61,304,65
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,30-34,Male,,,,,322,233,533,252,188,398,481,568,704,787,811,663,983,1148,1252
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,25-29,Male,,,,,572,328,1023,599,320,625,850,983,1200,1093,1139,1057,1746,1861,1775
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,25-29,Female,,,,,,30,,,12,13,38,40,53,74,195,155,178,396,327
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Female,,,,,,,,,,,,,,,7,209,1,44,
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,15-19,Male,,,,,144,54,290,115,53,88,147,181,151,160,158,169,360,579,400
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,20-24,Male,,,,,548,270,1248,584,291,543,745,839,871,805,728,819,1556,1961,1473
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,14-Oct,Unknown Sex,,,,,,,,,,,,,,,6,,,2,
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,30-34,Female,,,,,,27,,,6,7,30,22,45,61,162,124,142,230,290
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,35-39,Male,,,,,174,125,230,123,95,196,257,275,299,402,443,364,453,572,628
Western Hemisphere Region,HTS_SELF,Individual HIV self-test kits distributed,Unknown Age,Unknown Sex,,,,,,,,,,,,,,,,,,17,
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,45-49,Male,249,268,225,232,700,747,242,346,714,1268,1727,1555,1674,1957,1819,2217,1880,3056,2685
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,35-39,Male,620,737,717,634,1588,1521,596,1098,1479,2137,3477,3254,3236,3505,3171,4218,3898,5674,5286
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,50+,Female,66,114,76,46,214,478,182,132,615,1954,2685,2000,3555,4727,4319,5504,4507,4174,4946
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,50+,Male,369,433,348,296,928,973,353,560,1788,3550,4444,3433,4966,5802,5469,6377,5628,6607,6722
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,20-24,Female,442,357,198,107,672,1631,1029,891,4211,4378,5567,2787,3771,4067,3175,5631,3001,4375,4681
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,Unknown Age,Female,,,,3,30,130,572,47,23,55,42,17,18,29,1779,52,560,56,30
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,15-19,Female,150,124,106,44,251,854,560,547,2623,2211,3019,1440,2116,1950,1625,3490,1492,2290,2288
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,40-44,Male,359,399,385,385,961,1085,381,660,1066,1659,2414,2289,2364,2701,2470,3249,2862,4412,3946
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,40-44,Female,120,130,69,42,208,349,176,185,729,1288,1973,1520,1744,1963,1724,2559,1928,2415,2703
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,14-Oct,Unknown Sex,13,6,2,4,4,61,37,60,281,225,362,379,513,480,457,485,484,582,403
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,<01,Unknown Sex,2,3,1,,1,68,66,20,51,73,50,120,123,85,71,89,89,67,69
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,9-May,Unknown Sex,3,6,8,2,1,19,2,25,113,165,237,159,297,175,205,233,140,256,185
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,4-Jan,Unknown Sex,12,13,8,4,9,22,9,33,100,145,228,210,236,226,237,252,159,233,224
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,30-34,Male,1064,1189,1188,1117,2354,2430,976,1803,2217,3198,5557,5236,5184,5714,4977,6708,5823,8957,8357
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,25-29,Male,2042,2254,2104,1921,3669,3836,1402,3158,4065,4611,8397,7716,7420,8222,7034,9727,7553,11856,10960
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,Unknown Age,Male,,,27,25,80,72,311,97,38,78,57,71,50,39,2113,76,331,94,74
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,15-19,Male,724,701,749,630,1267,1088,434,750,754,1255,2803,2444,2102,2611,2015,3850,1890,4109,3422
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,35-39,Female,226,199,120,58,326,542,377,299,1593,2363,2931,1768,2003,2324,1840,3012,2172,2783,3156
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,45-49,Female,81,81,46,23,151,221,107,91,340,689,1229,1076,1341,1656,1476,2106,1586,1993,2089
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,25-29,Female,366,402,248,104,590,1201,818,718,3098,3508,4443,2710,3325,3694,2992,4864,3231,4313,4759
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,30-34,Female,270,314,172,98,373,838,584,466,2077,3148,4075,2390,2527,2838,2366,3708,2632,3595,3830
Western Hemisphere Region,HTS_TST,Individuals tested for HIV and received their results,20-24,Male,2363,2570,2388,2257,3967,3904,1339,2519,2939,4721,8652,7640,7150,8031,6774,10006,6852,11883,10374
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,25-29,Female,8,10,8,5,6,7,13,13,25,29,63,92,87,86,66,94,74,90,79
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,Retired Age Band,Male,,,,,,,,,,,,,,,,,,,
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,40-44,Male,18,30,24,21,35,39,25,31,55,119,188,140,136,152,152,161,127,171,173
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,35-39,Male,33,55,60,61,65,72,41,79,103,175,270,204,234,213,198,241,197,269,238
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,14-Oct,Unknown Sex,,,,,,,2,2,3,5,4,7,7,3,11,8,2,11,1
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,Retired Age Band,Female,,,,,,,,,,,,,,,,,,,
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,15-19,Male,38,33,40,31,36,49,24,41,46,63,146,124,95,98,96,128,75,141,111
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,9-May,Unknown Sex,,,,,,,,1,2,1,6,7,2,1,2,2,2,9,9
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,<01,Unknown Sex,,1,,,,,,,2,1,1,3,1,1,4,6,4,4,2
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,50+,Female,2,4,1,4,5,23,12,5,12,41,34,42,65,62,84,73,59,75,80
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,45-49,Male,11,20,13,24,19,23,22,19,39,81,111,76,83,82,109,81,71,117,99
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,4-Jan,Unknown Sex,,,,,,,3,2,1,1,9,7,2,6,11,7,2,7,8
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,20-24,Female,7,7,3,1,9,10,9,13,20,25,69,78,86,57,69,70,49,79,71
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,40-44,Female,2,10,5,2,3,10,3,9,18,26,43,40,54,43,61,52,61,62,41
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,45-49,Female,1,3,1,2,5,14,3,4,14,18,38,29,39,33,47,54,26,55,45
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,30-34,Female,7,8,5,2,8,15,6,9,21,47,65,76,59,57,71,62,42,102,73
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,20-24,Male,136,156,157,141,164,178,95,166,196,353,650,543,402,447,419,564,399,606,510
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,Unknown Age,Male,,,15,3,21,22,17,23,8,11,9,17,,4,26,32,4,,2
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,50+,Male,15,18,16,14,27,31,22,36,73,130,150,101,168,182,179,184,120,160,137
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,30-34,Male,72,75,89,68,120,100,62,124,150,247,504,411,346,376,366,460,325,488,458
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,25-29,Male,129,134,157,133,187,174,95,249,302,412,752,591,464,520,478,672,439,686,589
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,Unknown Age,Female,,,,1,6,16,8,9,3,6,5,5,,1,13,7,6,2,8
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,15-19,Female,1,4,1,1,6,5,3,4,4,11,37,37,28,30,25,36,15,40,27
Western Hemisphere Region,HTS_TST_POS,Individuals newly tested positive for HIV,35-39,Female,4,9,4,2,6,17,10,12,28,37,56,57,69,52,52,75,56,84,61
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,40-44,Female,,,,,,,,,,,,,,1,,,,,
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,35-39,Female,,,,,,,,,,,,1,3,1,3,1,,4,
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,50+,Female,,,,,,,,,,,,,,,,,,,
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,25-29,Female,,,,,,,,,,,4,9,17,17,18,8,,6,3
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,15-19,Female,,,,,,,,,,,,1,8,5,2,2,,,
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,30-34,Female,,,,,,,,,,,3,1,9,11,3,5,,2,3
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,20-24,Female,,,,,,,,,,,10,8,31,8,18,10,,14,6
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,45-49,Female,,,,,,,,,,,,,,,,,,,
Western Hemisphere Region,PMTCT_ART,HIV-positive pregnant women who received ART,14-Oct,Unknown Sex,,,,,,,,,,,,,,,,,,,
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,20-24,Female,,,,,,,,,,,16,,216,410,198,192,,424,256
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,15-19,Female,,,,,,,,,,,8,,174,288,137,180,,290,254
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,30-34,Female,,,,,,,,,,,4,,68,138,54,83,,150,97
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,40-44,Female,,,,,,,,,,,,,12,10,2,2,,26,8
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,50+,Female,,,,,,,,,,,,,,,,6,,,
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,25-29,Female,,,,,,,,,,,9,,127,230,115,139,,276,137
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,45-49,Female,,,,,,,,,,,,,,,,2,,14,2
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,35-39,Female,,,,,,,,,,,1,,36,32,29,33,,50,44
Western Hemisphere Region,PMTCT_STAT,Pregnant women attending antenatal care with known HIV status,14-Oct,Unknown Sex,,,,,,,,,,,,,8,18,,8,,4,30
Western Hemisphere Region,PMTCT_STAT_POS,HIV-positive Pregnant women attending antenatal care,30-34,Female,,,,,,,,,,,,,4,3,2,1,,1,2
Western Hemisphere Region,PMTCT_STAT_POS,HIV-positive Pregnant women attending antenatal care,40-44,Female,,,,,,,,,,,,,,1,,,,,
Western Hemisphere Region,PMTCT_STAT_POS,HIV-positive Pregnant women attending antenatal care,25-29,Female,,,,,,,,,,,,,6,8,5,3,,3,2
